module_path	file	pass_through_count	max_chain_depth
db::query::intent::planning	crates/icydb-core/src/db/query/intent/planning.rs	0	0
db::query::intent::policy	crates/icydb-core/src/db/query/intent/policy.rs	0	0
db::query::intent::query	crates/icydb-core/src/db/query/intent/query.rs	8	4
db::query::intent::state	crates/icydb-core/src/db/query/intent/state.rs	0	0
db::query	crates/icydb-core/src/db/query/mod.rs	0	0
db::query::plan::access_choice	crates/icydb-core/src/db/query/plan/access_choice.rs	0	0
db::query::plan::access_plan	crates/icydb-core/src/db/query/plan/access_plan.rs	2	3
db::query::plan::access_planner	crates/icydb-core/src/db/query/plan/access_planner.rs	0	0
db::query::plan::constant_predicate	crates/icydb-core/src/db/query/plan/constant_predicate.rs	0	0
db::query::plan::continuation	crates/icydb-core/src/db/query/plan/continuation.rs	3	3
db::query::plan::covering	crates/icydb-core/src/db/query/plan/covering.rs	0	0
db::query::plan::expr::ast	crates/icydb-core/src/db/query/plan/expr/ast.rs	4	1
db::query::plan::expr	crates/icydb-core/src/db/query/plan/expr/mod.rs	0	0
db::query::plan::expr::projection	crates/icydb-core/src/db/query/plan/expr/projection.rs	1	3
db::query::plan::expr::type_inference	crates/icydb-core/src/db/query/plan/expr/type_inference/mod.rs	0	0
db::query::plan::group	crates/icydb-core/src/db/query/plan/group.rs	0	0
db::query::plan::grouped_layout	crates/icydb-core/src/db/query/plan/grouped_layout.rs	0	0
db::query::plan::limit_zero	crates/icydb-core/src/db/query/plan/limit_zero.rs	0	0
db::query::plan::logical_builder	crates/icydb-core/src/db/query/plan/logical_builder.rs	0	0
db::query::plan	crates/icydb-core/src/db/query/plan/mod.rs	0	0
db::query::plan::model	crates/icydb-core/src/db/query/plan/model.rs	2	3
db::query::plan::model_builder	crates/icydb-core/src/db/query/plan/model_builder.rs	1	1
db::query::plan::order_contract	crates/icydb-core/src/db/query/plan/order_contract.rs	0	0
db::query::plan::planner::compare	crates/icydb-core/src/db/query/plan/planner/compare.rs	0	0
db::query::plan::planner::index_select	crates/icydb-core/src/db/query/plan/planner/index_select.rs	0	0
db::query::plan::planner	crates/icydb-core/src/db/query/plan/planner/mod.rs	2	1
db::query::plan::planner::predicate	crates/icydb-core/src/db/query/plan/planner/predicate.rs	0	0
db::query::plan::planner::prefix	crates/icydb-core/src/db/query/plan/planner/prefix.rs	0	0
db::query::plan::planner::range	crates/icydb-core/src/db/query/plan/planner/range.rs	0	0
db::query::plan::projection	crates/icydb-core/src/db/query/plan/projection.rs	1	5
db::query::plan::semantics::access_projection	crates/icydb-core/src/db/query/plan/semantics/access_projection.rs	18	6
db::query::plan::semantics::group_distinct	crates/icydb-core/src/db/query/plan/semantics/group_distinct.rs	0	0
db::query::plan::semantics::group_having	crates/icydb-core/src/db/query/plan/semantics/group_having.rs	0	0
db::query::plan::semantics::group_model	crates/icydb-core/src/db/query/plan/semantics/group_model.rs	1	3
db::query::plan::semantics::grouped_strategy	crates/icydb-core/src/db/query/plan/semantics/grouped_strategy.rs	0	0
db::query::plan::semantics::logical	crates/icydb-core/src/db/query/plan/semantics/logical.rs	2	2
db::query::plan::semantics	crates/icydb-core/src/db/query/plan/semantics/mod.rs	0	0
db::query::plan::semantics::pushdown	crates/icydb-core/src/db/query/plan/semantics/pushdown.rs	1	4
db::query::plan::stability	crates/icydb-core/src/db/query/plan/stability.rs	0	0
db::query::plan::validate::core	crates/icydb-core/src/db/query/plan/validate/core.rs	0	0
db::query::plan::validate::cursor_policy	crates/icydb-core/src/db/query/plan/validate/cursor_policy.rs	0	0
db::query::plan::validate::errors	crates/icydb-core/src/db/query/plan/validate/errors.rs	15	1
db::query::plan::validate::fluent_policy	crates/icydb-core/src/db/query/plan/validate/fluent_policy.rs	0	0
db::query::plan::validate::grouped::cursor	crates/icydb-core/src/db/query/plan/validate/grouped/cursor/mod.rs	0	0
db::query::plan::validate::grouped	crates/icydb-core/src/db/query/plan/validate/grouped/mod.rs	0	0
db::query::plan::validate::grouped::policy	crates/icydb-core/src/db/query/plan/validate/grouped/policy/mod.rs	0	0
db::query::plan::validate::grouped::policy::rules	crates/icydb-core/src/db/query/plan/validate/grouped/policy/rules.rs	0	0
db::query::plan::validate::grouped::projection_expr	crates/icydb-core/src/db/query/plan/validate/grouped/projection_expr/mod.rs	0	0
db::query::plan::validate::grouped::structure	crates/icydb-core/src/db/query/plan/validate/grouped/structure/mod.rs	0	0
db::query::plan::validate::intent_policy	crates/icydb-core/src/db/query/plan/validate/intent_policy.rs	0	0
db::query::plan::validate	crates/icydb-core/src/db/query/plan/validate/mod.rs	0	0
db::query::plan::validate::order	crates/icydb-core/src/db/query/plan/validate/order.rs	0	0
db::query::plan::validate::plan_shape	crates/icydb-core/src/db/query/plan/validate/plan_shape.rs	0	0
db::query::plan::validate::symbols	crates/icydb-core/src/db/query/plan/validate/symbols.rs	1	3
db::query::policy	crates/icydb-core/src/db/query/policy.rs	0	0
db::query::trace	crates/icydb-core/src/db/query/trace.rs	0	0
db::registry	crates/icydb-core/src/db/registry.rs	7	4
db::relation::metadata	crates/icydb-core/src/db/relation/metadata.rs	0	0
db::relation	crates/icydb-core/src/db/relation/mod.rs	2	1
db::relation::reverse_index	crates/icydb-core/src/db/relation/reverse_index.rs	1	4
db::relation::save_validate	crates/icydb-core/src/db/relation/save_validate.rs	0	0
db::relation::validate	crates/icydb-core/src/db/relation/validate.rs	0	0
db::response::grouped	crates/icydb-core/src/db/response/grouped.rs	3	4
db::response	crates/icydb-core/src/db/response/mod.rs	16	6
db::response::paged	crates/icydb-core/src/db/response/paged.rs	7	4
db::response::private	crates/icydb-core/src/db/response/private.rs	0	0
db::schema::describe	crates/icydb-core/src/db/schema/describe.rs	0	0
db::schema::errors	crates/icydb-core/src/db/schema/errors.rs	0	0
db::schema::fingerprint	crates/icydb-core/src/db/schema/fingerprint.rs	0	0
db::schema::format	crates/icydb-core/src/db/schema/format.rs	0	0
db::schema::info	crates/icydb-core/src/db/schema/info.rs	2	3
db::schema	crates/icydb-core/src/db/schema/mod.rs	0	0
db::schema::types	crates/icydb-core/src/db/schema/types.rs	0	0
db::schema::validate	crates/icydb-core/src/db/schema/validate.rs	0	0
db::session	crates/icydb-core/src/db/session.rs	18	6
db::sql::lowering	crates/icydb-core/src/db/sql/lowering.rs	0	0
db::sql	crates/icydb-core/src/db/sql/mod.rs	0	0
db::sql::parser	crates/icydb-core/src/db/sql/parser.rs	10	26
error	crates/icydb-core/src/error/mod.rs	22	3
lib	crates/icydb-core/src/lib.rs	0	0
metrics	crates/icydb-core/src/metrics/mod.rs	0	0
metrics::sink	crates/icydb-core/src/metrics/sink.rs	3	3
metrics::state	crates/icydb-core/src/metrics/state.rs	0	0
model::entity	crates/icydb-core/src/model/entity.rs	0	0
model::field	crates/icydb-core/src/model/field.rs	0	0
model::index	crates/icydb-core/src/model/index.rs	1	8
model	crates/icydb-core/src/model/mod.rs	0	0
patch::list	crates/icydb-core/src/patch/list.rs	0	0
patch::map	crates/icydb-core/src/patch/map.rs	0	0
patch::merge::error	crates/icydb-core/src/patch/merge/error.rs	2	3
patch::merge::list	crates/icydb-core/src/patch/merge/list.rs	0	0
patch::merge::map	crates/icydb-core/src/patch/merge/map.rs	0	0
patch::merge	crates/icydb-core/src/patch/merge/mod.rs	0	0
patch::merge::scalar	crates/icydb-core/src/patch/merge/scalar.rs	0	0
patch::merge::set	crates/icydb-core/src/patch/merge/set.rs	0	0
patch	crates/icydb-core/src/patch/mod.rs	0	0
patch::set	crates/icydb-core/src/patch/set.rs	0	0
sanitize	crates/icydb-core/src/sanitize.rs	0	0
scalar_registry	crates/icydb-core/src/scalar_registry.rs	0	0
serialize::cbor	crates/icydb-core/src/serialize/cbor.rs	0	0
serialize	crates/icydb-core/src/serialize/mod.rs	4	1
traits::atomic	crates/icydb-core/src/traits/atomic.rs	0	0
traits::macros	crates/icydb-core/src/traits/macros.rs	0	0
traits	crates/icydb-core/src/traits/mod.rs	6	4
traits::view	crates/icydb-core/src/traits/view.rs	9	6
traits::visitor	crates/icydb-core/src/traits/visitor.rs	0	0
types::account	crates/icydb-core/src/types/account.rs	5	2
types::blob	crates/icydb-core/src/types/blob.rs	6	3
types::date	crates/icydb-core/src/types/date.rs	7	4
types::decimal	crates/icydb-core/src/types/decimal.rs	17	5
types::duration	crates/icydb-core/src/types/duration.rs	3	3
types::float::float32	crates/icydb-core/src/types/float/float32.rs	11	5
types::float::float64	crates/icydb-core/src/types/float/float64.rs	10	5
types::float	crates/icydb-core/src/types/float/mod.rs	0	0
types::identity::generate_key	crates/icydb-core/src/types/identity/generate_key.rs	0	0
types::identity::id	crates/icydb-core/src/types/identity/id.rs	10	4
types::identity	crates/icydb-core/src/types/identity/mod.rs	0	0
types::identity::projection	crates/icydb-core/src/types/identity/projection.rs	0	0
types::int::int128	crates/icydb-core/src/types/int/int128.rs	7	3
types::int	crates/icydb-core/src/types/int/mod.rs	2	2
types	crates/icydb-core/src/types/mod.rs	0	0
types::nat	crates/icydb-core/src/types/nat/mod.rs	3	4
types::nat::nat128	crates/icydb-core/src/types/nat/nat128.rs	7	3
types::principal	crates/icydb-core/src/types/principal.rs	4	3
types::subaccount	crates/icydb-core/src/types/subaccount.rs	1	1
types::timestamp	crates/icydb-core/src/types/timestamp.rs	5	3
types::ulid::fixture	crates/icydb-core/src/types/ulid/fixture.rs	0	0
types::ulid::generator	crates/icydb-core/src/types/ulid/generator.rs	0	0
types::ulid	crates/icydb-core/src/types/ulid/mod.rs	6	4
types::unit	crates/icydb-core/src/types/unit.rs	0	0
validate	crates/icydb-core/src/validate.rs	0	0
value::coercion	crates/icydb-core/src/value/coercion.rs	0	0
value::compare	crates/icydb-core/src/value/compare.rs	0	0
value::hash	crates/icydb-core/src/value/hash.rs	0	0
value	crates/icydb-core/src/value/mod.rs	31	5
value::rank	crates/icydb-core/src/value/rank.rs	0	0
value::storage_key	crates/icydb-core/src/value/storage_key.rs	4	2
value::tag	crates/icydb-core/src/value/tag.rs	0	0
value::wire	crates/icydb-core/src/value/wire.rs	0	0
visitor::context	crates/icydb-core/src/visitor/context.rs	6	5
visitor	crates/icydb-core/src/visitor/mod.rs	3	3
visitor::sanitize	crates/icydb-core/src/visitor/sanitize.rs	0	0
visitor::validate	crates/icydb-core/src/visitor/validate.rs	0	0
